AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
except you have to be in a line of some sort and then she call your name but simon say you dont call your name,you if also your own then then a and and can have your name but,then she calls your name but in simon says you dont call your name,0.09979838560926617
its a lot of [UNK],are a lot of gentrification,are a lot of [UNK],0.668740304976422
i know a little boy peyton i know two little boy [UNK],know a little boy when i know know two little boy of,know a little boy named peyton i know two little boys named peyton,0.30527785817943404
even though i aint meet em yet i can see em,though i didnt not them can see see them,though i havent met them i get to see them on [UNK],0.06772818714932978
me be able to touch them all how i want to,me to work them all of i want to do,able to touch them all how i wanted to,0.07161190261650083
we so close i got one cousin i got one friend,so not to i got one of had it,are so close i have one cousin i have one friend,0.027118041532034117
im like dissect only thing i know how to do is [UNK] [UNK],said to to thing thing to know how to do coding dissect to,[UNK] [UNK] the only thing i know how to do is [UNK] [UNK],0.2044800736021839
i pay that man no mind,understand that a no,dont think about that man,0.04753271977233425
mm what are your favorite shows,are are your favorite thing,what were your favorite shows,0.12121093525642128
but im like wow all these people that work in the n,im said something all of people people that work in the,i said wow all of these people that work in the n,0.3809694917244036
oh you all have like [UNK],you all have to to,you guys have [UNK],0.05428693985879238
but a long story short,a a a long story short,to make a long story short,0.5081327481546147
ts always travel in [UNK] like when my sister and i we used to always,nobody always in the to my sister and i we to always,always travel in [UNK] when my sister and i used to,0.24384183193426084
cause at the [UNK] office and my mother the [UNK] president,my father stays in low to and the children to,my mother is the [UNK] president at the [UNK] office,0.027895820162122397
and they aint know what to do and,are not know what to do and,did not know what to do and,0.8091067115702212
cause i was still going back and [UNK],i was still going to and,i was still going back and [UNK],0.4548019047027907
and everybody we was friends with everybody no hood gang claiming or anything,everybody we were friends with everybody no is better me or anything,everybody we were friends with everybody no hood gang claiming or anything,0.5706745777055999
you hear you can hear in new york city you can hear a [UNK] accent be like okay,hear you can hear in their if are you can hear a while and is like okay,hear you can hear in new york city you can hear a [UNK] accent are like okay,0.39846811316275854
and that um [UNK] on [UNK] came on,that on eastern to on,[UNK] on [UNK] came on,0.05428693985879238
now what are you in school for again,are you in school for real for,are you in school for now,0.6147881529512643
you good,good,good,1.0
uh what was this was like twenty fifteen,was was this nice seconds,what was this was twenty fifteen,0.1098261401671543
they still together it was,still together but was,still togehter it was,0.07258113984652705
senior year was fun like i really,year was fun like really,year was fun i really,0.32184424080043433
nah you were big,you were always,you were big,0.21177974141341938
when we were in the court when i was my sister and i were door knocking,we were in the dollar when i was in sister and i were growing,we were in the court when i was my sister and i were knocking door to door,0.3530987945943458
i would say about like seven,would say about like with,would say about seven of them against us two,0.13457843463062788
cause i really want to be a football player but if i cant make it to football i really wanna be a basketball player,i really want to be for football of but if i cant make it to football i really want to be a hundred,i really want to b a football player but if i cant make it to football i really want to be a basketball player,0.6703681862564034
so ima stop writing,im going to stop typing,im going to stop writing,0.668740304976422
so how did yall meet,how did you all to,how did you meet,0.29950981436291046
yeah let me let me see it,let me to see see it,[UNK] [UNK] me to see it,0.27799668259661947
field i did track and field like,i did track i,i did track and field for,0.261698736230754
get together and have me,together and man and have me,in a relationship and have me,0.23376641384792204
ima fuck them up they made me this you know i was so [UNK],will not to do careful of goldman you know me this you know i was so,am going to be [UNK] with them they made me this you know i was so [UNK],0.3617043615983556
did you ever have a teacher you just couldnt stand,you ever have a teacher you i just,you ever have a teacher that you couldnt [UNK],0.47750342648354643
and it was really interesting because everybody was really mixed and you know there was like,it was really because everybody was really small understand and teeny,it was interesting because everybody was really mixed there was like,0.2790159393585827
the one she sposta be [UNK],one she going to be affordable,one shes supposed to be [UNK],0.10754421249521595
over a [UNK] right about there,a while to high to it,a [UNK] in [UNK] of time,0.03759340464156993
[UNK] the college trip cause i havent heard it and,to college we because i have heard it and,the college trip because i havent heard it and,0.1901696869733609
[UNK] then the other grandmother was from you know atlanta and so everybody had these really interesting [UNK] so,the the other person began from you and so everybody had never had i to,then the other grandmother was from atlanta and so everybody had really interesting [UNK],0.20333448190047881
i didnt wanna,didnt not want to,did not want to,0.43146827293898643
did yall have traditions,you all have to,you all have traditions,0.43146827293898643
