AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
ill say i respect him a lot because it just,dont i i lot because it,respect him a lot because,0.09717716588732002
except you have to be in a line of some sort and then she call your name but simon say you dont call your name,you you have to certain with then certain hours and could ask your name but,then she calls your name but in simon says you dont call your name,0.09535164820400535
its a lot of [UNK],is a lot of gang,are a lot of [UNK],0.29950981436291046
i know a little boy peyton i know two little boy [UNK],still a little boy i two know two little boy,know a little boy named peyton i know two little boys named peyton,0.16661149075332152
even though i aint meet em yet i can see em,though i didnt not them yet can them them them i,though i havent met them i get to see them on [UNK],0.07087531382784923
me be able to touch them all how i want to,me to start them all of i want to,able to touch them all how i wanted to,0.07948346282299562
we so close i got one cousin i got one friend,are close you i have one of i have one,are so close i have one cousin i have one friend,0.21040779898992407
im like dissect only thing i know how to do is [UNK] [UNK],said on at i thing i know how else do this before,[UNK] [UNK] the only thing i know how to do is [UNK] [UNK],0.20624574461560563
i pay that man no mind,told that that no shit no,dont think about that man,0.03759340464156993
mm what are your favorite shows,are are your favorite life,what were your favorite shows,0.12121093525642128
but im like wow all these people that work in the n,i said trees all of these people that work in the,i said wow all of these people that work in the n,0.6774702029865007
oh you all have like [UNK],you all have like with,you guys have [UNK],0.05428693985879238
but a long story short,a have fun long story short,to make a long story short,0.25119835939119545
ts always travel in [UNK] like when my sister and i we used to always,always make in his and when sister and i were to always,always travel in [UNK] when my sister and i used to,0.13081435925695184
cause at the [UNK] office and my mother the [UNK] president,at last community him truck and my my truck,my mother is the [UNK] president at the [UNK] office,0.027383594129005207
and they aint know what to do and,dont not know what to do and,did not know what to do and,0.8091067115702212
cause i was still going back and [UNK],i was still going to and she,i was still going back and [UNK],0.4347208719449914
and everybody we was friends with everybody no hood gang claiming or anything,everybody were were playing with everybody hours in or lowndes or anything,everybody we were friends with everybody no hood gang claiming or anything,0.07472892616029096
you hear you can hear in new york city you can hear a [UNK] accent be like okay,hear you tell hear in kids coming you you can hear an open and like okay,hear you can hear in new york city you can hear a [UNK] accent are like okay,0.12212664568736646
and that um [UNK] on [UNK] came on,thats on me on on,[UNK] on [UNK] came on,0.05428693985879238
now what are you in school for again,are you are school for years,are you in school for now,0.1374292659508281
you good,good,good,1.0
uh what was this was like twenty fifteen,what was this was coach downtown,what was this was twenty fifteen,0.5081327481546147
they still together it was,still here there was,still togehter it was,0.07258113984652705
senior year was fun like i really,year was fun like really,year was fun i really,0.32184424080043433
nah you were big,you were having shot,you were big,0.16821895003341453
when we were in the court when i was my sister and i were door knocking,we were in the face when i was my sister and i were playing,we were in the court when i was my sister and i were knocking door to door,0.5647824431960844
i would say about like seven,would say about like like as laugh a,would say about seven of them against us two,0.14568349804366415
cause i really want to be a football player but if i cant make it to football i really wanna be a basketball player,i really want to be a teacher now but if i cant talk it to football i really want to be a friends,i really want to b a football player but if i cant make it to football i really want to be a basketball player,0.5441748705777099
so ima stop writing,im going to stop shooting,im going to stop writing,0.668740304976422
so how did yall meet,how did you all you,how did you meet,0.29950981436291046
yeah let me let me see it,let me talk see me it,[UNK] [UNK] me to see it,0.049475702907177795
field i did track and field like,i did track and rdname2 like,i did track and field for,0.5081327481546147
get together and have me,together order neighborhood have me,in a relationship and have me,0.09923912030377631
ima fuck them up they made me this you know i was so [UNK],am not to leave them up this you am i this you was i was friends,am going to be [UNK] with them they made me this you know i was so [UNK],0.05565487012743754
did you ever have a teacher you just couldnt stand,you ever have a teacher you you just,you ever have a teacher that you couldnt [UNK],0.47750342648354643
and it was really interesting because everybody was really mixed and you know there was like,it was really because everybody was really been and and really there,it was interesting because everybody was really mixed there was like,0.2620251007173262
the one she sposta be [UNK],one used going to be me,one shes supposed to be [UNK],0.10754421249521595
over a [UNK] right about there,over place place the or there,a [UNK] in [UNK] of time,0.0
[UNK] the college trip cause i havent heard it and,the college is because i have hit it and,the college trip because i havent heard it and,0.10948444086272945
[UNK] then the other grandmother was from you know atlanta and so everybody had these really interesting [UNK] so,out the other shooting were from you and so everybody else a really and and,then the other grandmother was from atlanta and so everybody had really interesting [UNK],0.11478444221317999
i didnt wanna,didnt not want to,did not want to,0.43146827293898643
did yall have traditions,you all have great,you all have traditions,0.43146827293898643
