AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
im like dissect only thing i know how to do is [UNK] [UNK],am the if west thing and know how to do the the there,[UNK] [UNK] the only thing i know how to do is [UNK] [UNK],0.21401603033752975
i pay that man no mind,remember know that it,dont think about that man,0.04753271977233425
mm what are your favorite shows,are are your favorite thing,what were your favorite shows,0.12121093525642128
but im like wow all these people that work in the n,im said all all of people people that in in the,i said wow all of these people that work in the n,0.08531979800714154
it just,just,just,1.0
oh you all have like [UNK],you have have like,you guys have [UNK],0.07258113984652705
but a long story short,a a a bad dollars,to make a long story short,0.037374807627842434
ts always travel in [UNK] like when my sister and i we used to always,when always to princeville like my mom and i threw to say,always travel in [UNK] when my sister and i used to,0.0628392861239482
cause at the [UNK] office and my mother the [UNK] president,at mother left moving preacher and and my same,my mother is the [UNK] president at the [UNK] office,0.03030492851898195
and they aint know what to do and,are not know what is do and,did not know what to do and,0.24279161784109232
cause i was still going back and [UNK],i was going going to and say,i was still going back and [UNK],0.09744264611591712
and everybody we was friends with everybody no hood gang claiming or anything,like was have with with with with no an crazy or anything,everybody we were friends with everybody no hood gang claiming or anything,0.05678170484701192
you hear you can hear in new york city you can hear a [UNK] accent be like okay,are you can hear in kids community or one can feel a lot or like,hear you can hear in new york city you can hear a [UNK] accent are like okay,0.17122548504687662
and that um [UNK] on [UNK] came on,that that the on on the,[UNK] on [UNK] came on,0.044706344276931285
now what are you in school for again,are you studying school for that,are you in school for now,0.1374292659508281
you good,good,good,1.0
uh what was this was like twenty fifteen,what was the was like different,what was this was twenty fifteen,0.10754421249521595
they still together it was,still going on was,still togehter it was,0.07258113984652705
senior year was fun like i really,year was september i really,year was fun i really,0.17141814854755813
nah you were big,you were in,you were big,0.21177974141341938
when we were in the court when i was my sister and i were door knocking,we were in the bathroom when i was scared mom and i was going at,we were in the court when i was my sister and i were knocking door to door,0.23207953703613785
i would say about like seven,would say within the,would say about seven of them against us two,0.0481955361073579
cause i really want to be a football player but if i cant make it to football i really wanna be a basketball player,i really want to be a couple but but i i cant figure it to take more really want to be a childrens,i really want to b a football player but if i cant make it to football i really want to be a basketball player,0.30400527345308204
so ima stop writing,i going to stop twentyone,im going to stop writing,0.29950981436291046
so how did yall meet,how did you all rdname2,how did you meet,0.29950981436291046
yeah let me let me see it,let let me let me it,[UNK] [UNK] me to see it,0.044706344276931285
field i did track and field like,did did track and say,i did track and field for,0.24521789586759227
get together and have me,together and long all gotten,in a relationship and have me,0.037374807627842434
ima fuck them up they made me this you know i was so [UNK],will going to do around when dumb they get me this if know i was so about,am going to be [UNK] with them they made me this you know i was so [UNK],0.19923405658137924
did you ever have a teacher you just couldnt stand,you ever have a girlfriend you youre could,you ever have a teacher that you couldnt [UNK],0.32260135189272865
and it was really interesting because everybody was really mixed and you know there was like,it was really because he was really going going were you you,it was interesting because everybody was really mixed there was like,0.07139921386902234
the one she sposta be [UNK],craziest thing been to be,one shes supposed to be [UNK],0.09923912030377631
over a [UNK] right about there,a number right the the,a [UNK] in [UNK] of time,0.037374807627842434
[UNK] the college trip cause i havent heard it and,the college i because i got got the and,the college trip because i havent heard it and,0.09452229951416066
[UNK] then the other grandmother was from you know atlanta and so everybody had these really interesting [UNK] so,the the other was has you the and he like had us is so,then the other grandmother was from atlanta and so everybody had really interesting [UNK],0.054305447428505634
i didnt wanna,did not want to,did not want to,1.0
did yall have traditions,you all have cars,you all have traditions,0.43146827293898643
